Occupational code,Occupation,TWC Target Occupation,Share of local jobs (%),Quality Index (-5 to 5),Demand Index (-5 to 5),Quality and demand quadrant,Absorption Index (-5 to 5),National Median Wage ($),Local Median Wage ($),Local Median Wage imputed from National Median Wage,Share with at least an associate's degree,Mid-term mobility score,Projected national growth 2019-2029 (%),Projected state-level growth 2018-2028 (%),Local Projections imputed from National Projections,Local job growth 2004-2019 (%),Current demand (postings)
353021,Food Service Workers,No,4.426611644623484,-1.1352410010611227,5,Low quality - High demand,0.9441989712232741,10.93,9.29,FALSE,14.6,0.00206205401289417,9.21749974020575,28.45384323160694,FALSE,58.536047780008715,Declining
436010,Administrative Assistants,Yes,3.2519364388848455,-0.7264990837302346,3.911126462354428,Low quality - High demand,2.442716588512549,19.16,15.444450261780105,FALSE,38.7,-0.00728757466662655,-9.127946756235616,3.1848306332842413,FALSE,14.566237129846785,Stable
412031,Retail Salespersons,No,3.240277522132838,-0.260760276415847,4.437366098691546,Low quality - High demand,5,12.14,11.11,FALSE,36.4,0.0780936473860896,0.09689675395874703,7.147267675208398,FALSE,9.656996288517783,Declining
439061,"Office Clerks, General",No,2.931216171432117,0.28875183162753815,2.3493027518652823,High quality - High demand,1.640272091734986,16.37,16.35,FALSE,36.4,0.0912021396842104,-4.832128284057555,2.6927547462223944,FALSE,9.22551207965333,Growing
533030,Delivery Truck Drivers,Yes,2.708970947220033,-1.3138217397325542,5,Low quality - High demand,2.8809084303736148,19.38,17.021791044776123,FALSE,12.6,-0.0820470910581057,4.700293136561204,8.87981627966318,FALSE,21.099881217969006,Growing
311010,Nursing and Home Health Aides,No,2.6940668620371153,-1.1347392475326146,5,Low quality - High demand,3.482043731899693,12.840579254947762,10.937815845824412,FALSE,20,-0.0118315366362056,25.00154891472709,10.40508339952343,FALSE,17.18459194228697,Declining
4520XX,Other Agricultural Workers,No,2.478071480981756,-0.16038030112222423,-5,Low quality - Low demand,1.0092182780608696,12.647172533964987,12.647172533964987,TRUE,10,0.0755796458694515,1.1428571428571428,-27.51238499646143,FALSE,-0.9802890877276637,Declining
291141,Registered Nurses,Yes,2.2435407699040413,1.0186139091179855,5,High quality - High demand,1.0489375273083545,37.01958300601847,32.175630434782605,FALSE,94.56420169863392,0.0335778915173406,6.3059341869750885,16.992143658810324,FALSE,39.588083275495585,Declining
412010,Cashiers,No,2.098900847542066,-1.5685245546292104,1.1695206247762555,Low quality - High demand,5,11.38,9.48,FALSE,19.4,-0.0448497149207308,-7.216746513685882,2.8088550345155916,FALSE,6.298807068990128,Stable
37201X,Building Cleaners,No,1.765502739495621,-1.7433832135405278,2.7011435777094652,Low quality - High demand,3.9974313959665544,13.205267609539655,10.6,FALSE,12,-0.0726117356676959,4.024504381859966,11.129962673905666,FALSE,6.824591613907871,Growing
353031,Waiters and Waitresses,No,1.7012508209260961,-0.8162397624352953,5,Low quality - High demand,5,11,8.81,FALSE,24.8,0.0394789423576798,3.5982008995502204,17.58546350477364,FALSE,18.70935828184661,Declining
252020,Primary School Teachers,Yes,1.6136260663496742,-0.06210809252364746,0.016694867351202236,Low quality - High demand,1.1987505117754693,28.6875,28.6875,TRUE,97.1,-0.0499001175447242,3.1046822236782607,3.46674182638106,FALSE,-1.307947319015307,Stable
251000,Postsecondary Teachers,No,1.611770765235506,0.06831917437848108,5,High quality - High demand,0.20693475561219501,36.26923076923077,22.65,FALSE,95.6,0.0148347549329579,7.078785258834973,19.786535303776684,FALSE,28.4622985223429,Growing
111020,General Managers,No,1.5301257023628592,0.8997227698877903,5,High quality - High demand,0.7303614698612975,48.45,37.16,FALSE,55.2,-0.0210377553405134,6.173190984578881,13.755057006252299,FALSE,49.042055636340656,Stable
119013,Agricultural Managers,No,1.5034930485709834,-1.0262669053473314,-4.128246016099113,Low quality - Low demand,0.6308106547832727,43.81,34.14,FALSE,34.5,-0.196858132345265,4.718176060797966,4.718176060797966,TRUE,-28.01600229266302,Declining
435081,Stock Clerks,No,1.348702568287023,-1.0847899849120837,4.146143246443574,Low quality - High demand,3.1557094301415853,13.16,12.2,FALSE,19.3,-0.0172912024458163,0.803618690149669,9.217877094972067,FALSE,44.018452660678484,Stable
537062,Stock Movers,No,1.3460294400226136,-1.6577057033857745,2.569585009736409,Low quality - High demand,4.113928357960942,14.19,12.61,FALSE,13,-0.0806647210370763,4.0608322298463255,10.043196544276457,FALSE,16.421629706980127,Growing
434051,Customer Service Rep.,Yes,1.3194989143833202,-1.1399414151644078,0.9316592485512286,Low quality - High demand,3.5640681255646074,16.69,14.980000000000002,FALSE,38.8,-0.0465859174934922,-1.4241598546775593,-0.17111567419575632,FALSE,16.55512459376882,Growing
